id,nombre,nombre_oficial,nombre_artistico,alias,comuna,comuna_nombre,provincia,localidad,region,anio_creacion,director,integrantes,tipo,disciplinas,descripcion,obras,obras_nombre,espacios,espacios_nombre,comunas_trabajo,regiones_circulacion,festivales,festivales_nombre,fondos,fondos_nombre,instagram,facebook,youtube,tiktok,spotify,vimeo,linkedin,web,correo,telefono,fuentes,estado,fecha_descubrimiento,fecha_ultima_verificacion,duplicado_de,contradicciones,notas
COMP-0077,Flamenco Triana,Centro Cultural de Arte Español Flamenco Triana,NO ENCONTRADO,NO ENCONTRADO,vina-del-mar,Viña del Mar,valparaiso,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,compañía de danza,danza,NO ENCONTRADO,OBR-0133,La vida de mi guerra,ESP-0059,Teatro Municipal de Viña del Mar,vina-del-mar,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0098 | FUE-0107 | FUE-0126 | FUE-0179,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"'Compañía viñamarina Flamenco Triana' (2025, equipamiento); PAOCC Compañías de trayectoria 2024 ('24 Años de Arte y Tradición', $116.000.000): fundación aproximada 2000; residencia en Sevilla (2022). 'La vida de mi guerra' en el Teatro Municipal de Viña del Mar, 2 de enero de 2026. La nota la etiqueta '(España)' por la disciplina; la compañía es viñamarina según Fondos Cultura."
COMP-0078,Lanzarte Teatro,Colectivo de Teatro Lanzarte,NO ENCONTRADO,Colectivo de Teatro Lanzarte,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,compañía de teatro,teatro,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FIN-0548,LANZARTE TEATRO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0107,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,tipo: 'compañía de teatro' vs 'organización de artes escénicas (según nómina de fondos)',"PAOCC Compañías de trayectoria 2024 ($116.000.000). Comuna no indicada. Responsable del proyecto «LANZARTE TEATRO» (PAOCC — Compañías de trayectoria de artes escénicas 2024, Compañías de trayectoria). Comuna no indicada en la nómina (solo región)."
COMP-0079,Agrupación de Teatro e Investigación Otro Cuerpo,NO ENCONTRADO,NO ENCONTRADO,Otro Cuerpo,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,compañía de teatro,teatro,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,"México (Guadalajara, 2022)",NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0119 | FUE-0126,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Proyecto binacional de accesibilidad para las artes escénicas (2023, Nathalia Denisse Mardones Subiabre); residencia en Guadalajara (2022, Zimri Bani Orellana Rojas). Comuna no indicada."
COMP-0080,Compañía Teatro a la Deriva,NO ENCONTRADO,NO ENCONTRADO,Teatro a la Deriva,valparaiso,Valparaíso,valparaiso,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,compañía de teatro,teatro,NO ENCONTRADO,OBR-0038,El fuego que llevamos dentro. Por la memoria de Nicole Saavedra Bahamondes,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0120 | FUE-0124 | FUE-0117,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"'Intercambio entre la Compañía Teatro a la Deriva de Valparaíso y Red Fábricas de Creación de Barcelona' (2023) y circulación nacional de 'El fuego que llevamos dentro' (2022), responsable Sebastián Eduardo Ayala Alveal."
COMP-0081,Colectivo La Fuga,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,OBR-0039,Polución: Diálogos con Pedro Lemebel,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0117,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"'Remontaje Obra Polución Diálogos con Pedro Lemebel Colectivo La Fuga' (2023, Daniela Paz Núñez González, $12.457.692). Comuna no indicada."
COMP-0082,Compañía de Teatro Fuera de Lugar,Compañía de Teatro Fuera de Lugar Limitada,NO ENCONTRADO,Compañía de Teatro Fuera de Lugar Limitada,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,compañía de teatro,NO ENCONTRADO,NO ENCONTRADO,OBR-0040,En Defensa Propia,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FIN-0811,En Defensa Propia,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0117,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,tipo: 'compañía de teatro' vs 'organización de artes escénicas (según nómina de fondos)',"'En Defensa Propia' (interdisciplinar 2023, $14.998.491). Comuna no indicada. Responsable del proyecto «En Defensa Propia» (Fondo de Artes Escénicas 2023, Interdisciplinar). Comuna no indicada en la nómina (solo región)."
COMP-0083,Teatro Atota,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,compañía de teatro,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0124,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"'Creación página web para compañía Teatro Atota' (Medios de Difusión 2022, responsable Agrupación Cultural, Deportiva, Social, Recreativa, Educacional F.R. Valpo). Comuna no indicada."
COMP-0084,Comparsa de Figurines Zorritos,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,valparaiso,Valparaíso,valparaiso,Puertas Negras,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,teatro callejero / comparsa,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0117,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"'3ra Versión: Proceso formativo Comparsa de Figurines Zorritos manada de Puertas Negras' (Públicos y comunidades 2023, Mariela Leonor Díaz Rivera). Comuna deducida del sector Puertas Negras (Valparaíso); por confirmar."
COMP-0085,Gabisha Títeres,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,olmue,Olmué,marga-marga,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,compañía de títeres,titeres,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FES-0007,Festival Ventolera,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0069,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Creado por referencia desde FES-0007. Participante del IV Festival Ventolera (2024).
COMP-0086,Nina Títeres y Cuentacuentos,NO ENCONTRADO,NO ENCONTRADO,Ninatitiricuenta | Nina Títeres,san-felipe,San Felipe,san-felipe-de-aconcagua,NO ENCONTRADO,valparaiso,NO ENCONTRADO,Nina Legrand,NO ENCONTRADO,compañía de títeres,titeres | narracion-oral | lambe-lambe,"Proyecto de Nina Legrand ('Ninatitiricuenta'), titiritera, cuentacuentos y arteterapeuta comunitaria con más de 20 años de trayectoria en el Valle del Aconcagua: títeres tipo muppet, teatro de objetos, máscaras y lambe lambe; talleres y mediación lectora en escuelas y comunidades (fomento lector, educación emocional, medio ambiente, identidad local).",NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FES-0007,Festival Ventolera,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0069 | FUE-0169,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Creado por referencia desde FES-0007. Participante del IV Festival Ventolera (2024).
COMP-0087,Compañía Moviendo Hilos,NO ENCONTRADO,NO ENCONTRADO,Moviendo Hilos | Compañía de Marionetas Moviendo Hilos,valparaiso,Valparaíso,valparaiso,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,compañía de títeres,titeres,NO ENCONTRADO,OBR-0092,La Plaza,ESP-0075,Escuela María Leiva de Las Coimas,putaendo,NO ENCONTRADO,FES-0007,Festival Ventolera,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0069 | FUE-0146,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Creado por referencia desde FES-0007. Participante del IV Festival Ventolera (2024). Itinerancia regional 2021 (programa Artes Escénicas Itinerantes Regionales) organizada por Escenalborde.
COMP-0088,Compañía Vilkún de Marionetas,NO ENCONTRADO,NO ENCONTRADO,Vilkún de Marionetas | Vilkún,vina-del-mar,Viña del Mar,valparaiso,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,compañía de títeres,titeres,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FES-0007,Festival Ventolera,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0069,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Creado por referencia desde FES-0007. Participante del IV Festival Ventolera (2024); la fuente la ubica en 'Viña del Mar – Valparaíso'.
COMP-0089,Títeres Helecho Marionetas,NO ENCONTRADO,NO ENCONTRADO,Helecho Marionetas,vina-del-mar,Viña del Mar,valparaiso,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,compañía de títeres,titeres,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FES-0007,Festival Ventolera,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0069,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Creado por referencia desde FES-0007. Participante del IV Festival Ventolera (2024).
COMP-0090,Compañía Correquetepillo,NO ENCONTRADO,NO ENCONTRADO,Correquetepillo,valparaiso,Valparaíso,valparaiso,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,compañía de títeres,titeres,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FES-0007,Festival Ventolera,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0069,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Creado por referencia desde FES-0007. Participante del IV Festival Ventolera (2024).
COMP-0091,Colectivx Escénicx Urgente Delirio,NO ENCONTRADO,NO ENCONTRADO,Urgente Delirio,valparaiso,Valparaíso,valparaiso,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,colectivo de artes escénicas,teatro,NO ENCONTRADO,OBR-0080,Prácticas para un mal dormir,ESP-0064,Valparaíso Profundo,valparaiso,NO ENCONTRADO,FES-0021,Ciudad Teatro,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0136,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Creado por referencia desde FES-0021. Ciudad Teatro 2026 ('encuentro territorial de teatro porteño'); comuna inferida de ese marco, sede por confirmar."
COMP-0092,MikroEspacio Creativo,NO ENCONTRADO,NO ENCONTRADO,Mikroespacio,valparaiso,Valparaíso,valparaiso,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,colectivo de artes escénicas,NO ENCONTRADO,NO ENCONTRADO,OBR-0081,Tertulias para tomar té: cuando la abuela se perdió y los insectos salieron a buscarla,ESP-0065,Mercado Puerto,valparaiso,NO ENCONTRADO,FES-0021,Ciudad Teatro,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0136,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Creado por referencia desde FES-0021. Ciudad Teatro 2026. Relacionado con el espacio Mikroespacio (Maestranza Barón) y el Punto de Cultura homónimo.
COMP-0093,Espacio Ané,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,valparaiso,Valparaíso,valparaiso,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,colectivo de artes escénicas,NO ENCONTRADO,NO ENCONTRADO,OBR-0084,Esto es un teatro,ESP-0068,CEAC,valparaiso,NO ENCONTRADO,FES-0021,Ciudad Teatro,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0136,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Creado por referencia desde FES-0021. Ciudad Teatro 2026 ('Esto es un teatro', CEAC, 15 y 16 de mayo). Comuna inferida del marco; por confirmar si es compañía o espacio."
COMP-0094,Colaboraciones en Distancia,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,valparaiso,Valparaíso,valparaiso,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,colectivo de artes escénicas,NO ENCONTRADO,NO ENCONTRADO,OBR-0086,Inextinguible,ESP-0053,Centro Cultural IPA,valparaiso,NO ENCONTRADO,FES-0021,Ciudad Teatro,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0136,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Creado por referencia desde FES-0021. Ciudad Teatro 2026 ('Inextinguible', Centro Cultural IPA, 20 de mayo). Comuna inferida del marco; por confirmar."
COMP-0095,Compañía En Paños Menores,NO ENCONTRADO,NO ENCONTRADO,En Paños Menores,valparaiso,Valparaíso,valparaiso,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,compañía de teatro,teatro,NO ENCONTRADO,OBR-0087,Intoxicadas,ESP-0069,Sala de Artes Escénicas Rodelillo,valparaiso,NO ENCONTRADO,FES-0021,Ciudad Teatro,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0136,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Creado por referencia desde FES-0021. Ciudad Teatro 2026 ('Intoxicadas', Sala de Artes Escénicas Rodelillo, 23 y 24 de mayo). Comuna inferida del marco; por confirmar."
COMP-0096,Sala Pascal 79,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,valparaiso,Valparaíso,valparaiso,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,organización cultural (sala y productora de ciclos),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FIN-1083,Ciudad Teatro 2026,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0136,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Organiza Ciudad Teatro 2026 con financiamiento PAOCC. Registrada también como espacio (ESP).
COMP-0097,Compañía de Teatro Experimental La Sutil,NO ENCONTRADO,NO ENCONTRADO,La Sutil,papudo,Papudo,petorca,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,compañía de teatro,teatro-experimental,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,ESP-0071,Centro Cultural de La Calera,la-calera,NO ENCONTRADO,FES-0038,Trenzando Puntos de Fuga,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0140,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Creado por referencia desde FES-0038. De la Fundación Casa Abedul (Papudo). Presentó teatro en Puntos de Fuga, La Calera, 5 de septiembre de 2026 (obra no indicada)."
COMP-0098,Fundación Casa Abedul,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,papudo,Papudo,petorca,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,organización cultural,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0140,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Alberga a la Compañía de Teatro Experimental La Sutil.
COMP-0099,Compañía de Teatro Puquigre,Grupo de Teatro Cultural y Social Puquigre,NO ENCONTRADO,PUQUIGRE,puchuncavi,Puchuncaví,valparaiso,NO ENCONTRADO,valparaiso,1982,NO ENCONTRADO,NO ENCONTRADO,teatro comunitario,teatro-comunitario,NO ENCONTRADO,OBR-0091,La Mariita,NO ENCONTRADO,NO ENCONTRADO,puchuncavi,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0141 | FUE-0142 | FUE-0143,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Agrupación de vecinos de Puchuncaví, Quintero y La Greda; 35 años de vida según nota municipal (sin fecha visible); '35 años' y 'desde 1982' según resúmenes del buscador de páginas municipales: año de creación por confirmar directamente. Unos 15 integrantes estables según el buscador. Funciones de 'La Mariita' en el Gimnasio Municipal de Puchuncaví y en la sede Caracol de Horcón."
COMP-0100,Abisal,NO ENCONTRADO,NO ENCONTRADO,Productora Abisal,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,valparaiso,NO ENCONTRADO,Bárbara Pestan,NO ENCONTRADO,productora teatral,teatro,NO ENCONTRADO,OBR-0060,Terrapolis,ESP-0021 | ESP-0076 | ESP-0002 | ESP-0012,Sala Insomnia Teatro Condell | Casino de funcionarios de la Biblioteca Municipal de Quintero | Centro Cultural San Antonio | Centro Cultural Camilo Mori,valparaiso | quintero | san-antonio | el-quisco,Región Metropolitana (Santiago) | Región del Biobío (Concepción),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0144 | FUE-0145,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Productora de 'Terrapolis'. Comuna de sede no indicada.
COMP-0101,Red de Espacios Culturales de la Región de Valparaíso,NO ENCONTRADO,NO ENCONTRADO,REC Valparaíso | Red Ramal Cultural,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,red de espacios culturales,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,https://www.instagram.com/rec_regvalparaiso/,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0140 | FUE-0153,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Fundada en 2014 en el marco de Red Cultura; agrupa 34 espacios en cinco territorios (Ramal, Valle del Aconcagua, Viña del Mar, Valparaíso, Litoral de los Poetas) según su Instagram. La 'Red Ramal Cultural' organiza Puntos de Fuga; su relación exacta con la REC queda por confirmar."
COMP-0102,Centro Cultural Alejandro Castro,NO ENCONTRADO,NO ENCONTRADO,CCAC,quintero,Quintero,valparaiso,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,organización cultural,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,https://www.instagram.com/ccac_2821/,https://www.facebook.com/CCAC2021/,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,https://ccac.resistencias.net/,NO ENCONTRADO,NO ENCONTRADO,FUE-0152 | FUE-0145,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Centro comunitario en homenaje a un activista ambiental de la bahía; colaboró en la exhibición de 'Terrapolis' en Quintero. Comuna según Culturizarte (resumen del buscador); el sitio propio no la indica.
