id,proyecto,organizacion,persona,fondo,linea,monto,anio,comuna,comuna_nombre,provincia,disciplina,descripcion,resultado,folio,compania,compania_nombre,fuentes,estado,fecha_descubrimiento,fecha_ultima_verificacion,duplicado_de,contradicciones,notas
FIN-0836,Agenda de vinculación internacional para la Agrupación de Teatro e Investigación Otro Cuerpo: Consolidando nuestro proyecto binacional de Accesibilidad para las artes escénicas.,NO ENCONTRADO,Nathalia Denisse Mardones Subiabre,Fondo de Artes Escénicas,Circulación Internacional,4999379,2023,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,686962,NO ENCONTRADO,NO ENCONTRADO,FUE-0119,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Nathalia Denisse Mardones Subiabre. Página 2 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0837,"Corredor Danza Valparaíso, Gira USA y México. Afianzando Redes de Internacionalización para la Danza",NO ENCONTRADO,Eliana Eugenia Huerta Pasten,Fondo de Artes Escénicas,Circulación Internacional,19205276,2023,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,692701,NO ENCONTRADO,NO ENCONTRADO,FUE-0120,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Eliana Eugenia Huerta Pasten. Página 2 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0838,"Agenda de internacionalización y apropiación de conocimiento en gestión, creación y producción en artes escénicas. Intercambio entre la Compañía Teatro a la Deriva de Valparaíso y Red Fábricas de Creación de Barcelona",NO ENCONTRADO,Sebastián Eduardo Ayala Alveal,Fondo de Artes Escénicas,Circulación Internacional,1100668,2023,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,691630,NO ENCONTRADO,NO ENCONTRADO,FUE-0120,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Sebastián Eduardo Ayala Alveal. Página 2 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0852,La luz: de imagen a lenguaje. El rol de la luz en la obra Ecotono.,NO ENCONTRADO,Karin Mabel Astudillo Sánchez,Fondart Nacional,"Magíster, master y maestrías",3297159,2023,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas (palabra clave en el título; por confirmar),NO ENCONTRADO,seleccionado,672265,NO ENCONTRADO,NO ENCONTRADO,FUE-0121,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Karin Mabel Astudillo Sánchez. Página 24 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0915,Materialización Bioarchitectures CosmoEcology: la primera obra chilena de arte y ciencia en el espacio (ISS),NO ENCONTRADO,Luis Bernardo Guzmán Martínez,Fondart Nacional,Artes visuales,12210014,2023,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas (palabra clave en el título; por confirmar),NO ENCONTRADO,seleccionado,667709,NO ENCONTRADO,NO ENCONTRADO,FUE-0121,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Luis Bernardo Guzmán Martínez. Página 76 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0931,Laberinto Coreográfico - Experiencia kinestésica del espacio arquitectónico,NO ENCONTRADO,Paula Andrea Olmedo Latoja,Fondart Nacional,Arquitectura,13847000,2023,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas (palabra clave en el título; por confirmar),NO ENCONTRADO,seleccionado,668664,NO ENCONTRADO,NO ENCONTRADO,FUE-0121,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Paula Andrea Olmedo Latoja. Página 96 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0954,"Forma, construcción y tiempo. La radicalidad de la obra arquitectónica de Fabio Cruz Prieto (1956-2007)",NO ENCONTRADO,Igor de Moraes Fracalossi,Fondart Nacional,Única,14927987,2023,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas (palabra clave en el título; por confirmar),NO ENCONTRADO,seleccionado,653824,NO ENCONTRADO,NO ENCONTRADO,FUE-0121,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Igor de Moraes Fracalossi. Página 129 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0955,CATALOGACION OBRA GRAFICA DE ROBERTO MATTA DESDE 1943,NO ENCONTRADO,Galería de Arte Tarquinia,Fondart Nacional,Única,14987409,2023,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas (palabra clave en el título; por confirmar),NO ENCONTRADO,seleccionado,669246,NO ENCONTRADO,NO ENCONTRADO,FUE-0121,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Galería de Arte Tarquinia. Página 129 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0958,Catálogo de obra Draco Maturana,NO ENCONTRADO,Andrea Maturana Reichenstein,Fondart Nacional,Única,10769200,2023,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas (palabra clave en el título; por confirmar),NO ENCONTRADO,seleccionado,674621,NO ENCONTRADO,NO ENCONTRADO,FUE-0121,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Andrea Maturana Reichenstein. Página 133 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0975,"Segundo Congreso Arte Sonoro y Nuevos Medios- Valparaíso, Chile.",Centro De Investigación Musical Autónomo Cima,NO ENCONTRADO,Fondart Regional,Única,11372987,2023,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas (palabra clave en el título; por confirmar),NO ENCONTRADO,seleccionado,676810,NO ENCONTRADO,NO ENCONTRADO,FUE-0122,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Centro De Investigación Musical Autónomo Cima. Página 27 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0999,Catálogo de obra 2006- 2022 de Verónica Soto Carvajal,NO ENCONTRADO,Veronica Estefania Soto Carvajal,Fondart Regional,Única,14565807,2023,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas (palabra clave en el título; por confirmar),NO ENCONTRADO,seleccionado,664675,NO ENCONTRADO,NO ENCONTRADO,FUE-0122,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Veronica Estefania Soto Carvajal. Página 30 del PDF. Comuna no indicada en la nómina (solo región).
FIN-1005,"Topío, una página web para visualizar la obra de una artista multidisciplinaria",NO ENCONTRADO,Sandra Sofía Abarca Fariña,Fondart Regional,Única,10826810,2023,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas (palabra clave en el título; por confirmar),NO ENCONTRADO,seleccionado,659839,NO ENCONTRADO,NO ENCONTRADO,FUE-0122,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Sandra Sofía Abarca Fariña. Página 30 del PDF. Comuna no indicada en la nómina (solo región).
FIN-1006,Formación Nivel Instructora en el Método de Alba Emoting,NO ENCONTRADO,María José Farfal Díaz,Fondo de Artes Escénicas,Becas de Especialización y Perfeccionamiento,2884280,2022,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,630023,NO ENCONTRADO,NO ENCONTRADO,FUE-0124,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: María José Farfal Díaz. Página 2 del PDF. Comuna no indicada en la nómina (solo región).
FIN-1007,Pasantía de investigación: performance & activismos,NO ENCONTRADO,Sibila Sotomayor Van Rysseghem,Fondo de Artes Escénicas,Becas de Especialización y Perfeccionamiento,3000000,2022,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,621480,NO ENCONTRADO,NO ENCONTRADO,FUE-0124,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Sibila Sotomayor Van Rysseghem. Página 2 del PDF. Comuna no indicada en la nómina (solo región).
FIN-1008,Formación en el Centro Internacional Artístico Roy Hart,NO ENCONTRADO,Valentina Valentina Fuentes Durán,Fondo de Artes Escénicas,Becas de Especialización y Perfeccionamiento,3781647,2022,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,624443,NO ENCONTRADO,NO ENCONTRADO,FUE-0124,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,persona: 'Valentina Valentina Fuentes Durán' vs 'Valentina Fuentes Durán',Responsable según nómina: Valentina Valentina Fuentes Durán. Página 2 del PDF. Comuna no indicada en la nómina (solo región).
FIN-1009,Programa de formación en Método Alba Emoting,NO ENCONTRADO,Dixi Candy Gonzalez Gamboa,Fondo de Artes Escénicas,Becas de Especialización y Perfeccionamiento,4351725,2022,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,627700,NO ENCONTRADO,NO ENCONTRADO,FUE-0124,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Dixi Candy Gonzalez Gamboa. Página 4 del PDF. Comuna no indicada en la nómina (solo región).
FIN-1010,"Diplomado Internacional de Clown. Universidad del Bosque- Bogotá, Colombia",NO ENCONTRADO,Maria Juliana Castro Stevani,Fondo de Artes Escénicas,Becas de Especialización y Perfeccionamiento,2124944,2022,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,620776,NO ENCONTRADO,NO ENCONTRADO,FUE-0124,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Maria Juliana Castro Stevani. Página 4 del PDF. Comuna no indicada en la nómina (solo región).
FIN-1011,Estudios en el programa de Magíster en Teoría e Historia del Arte en la Universidad de Chile,NO ENCONTRADO,Ignacio Barrales Pizarro,Fondo de Artes Escénicas,"Becas de Magíster, Máster y Maestrías",7164000,2022,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,629063,NO ENCONTRADO,NO ENCONTRADO,FUE-0124,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Ignacio Barrales Pizarro. Página 5 del PDF. Comuna no indicada en la nómina (solo región).
FIN-1012,Finalización de master en Teatro Universidad de las artes Amsterdam,NO ENCONTRADO,Ébana Ébana Garín Coronel,Fondo de Artes Escénicas,"Becas de Magíster, Máster y Maestrías",5747832,2022,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,627648,NO ENCONTRADO,NO ENCONTRADO,FUE-0124,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,persona: 'Ébana Ébana Garín Coronel' vs 'Ébana Garín Coronel',Responsable según nómina: Ébana Ébana Garín Coronel. Página 5 del PDF. Comuna no indicada en la nómina (solo región).
FIN-1013,"Continuidad de estudios, 2º año (2022), Maestrìa Profesional en Danza Énfasis Formación Dancística, Escuela de Danza, Universidad Nacional de Costa Rica",NO ENCONTRADO,Jonathan Andrés Bórquez Bórquez,Fondo de Artes Escénicas,"Becas de Magíster, Máster y Maestrías",1397452,2022,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,617003,NO ENCONTRADO,NO ENCONTRADO,FUE-0124,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,persona: 'Jonathan Andrés Bórquez Bórquez' vs 'Jonathan Andrés Bórquez',Responsable según nómina: Jonathan Andrés Bórquez Bórquez. Página 5 del PDF. Comuna no indicada en la nómina (solo región).
FIN-1014,Master en Proyectos Culturales en el Espacio Público. Paris 1,NO ENCONTRADO,Nicolás José Eyzaguirre Bravo,Fondo de Artes Escénicas,"Becas de Magíster, Máster y Maestrías",11299430,2022,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,616304,NO ENCONTRADO,NO ENCONTRADO,FUE-0124,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Nicolás José Eyzaguirre Bravo. Página 6 del PDF. Comuna no indicada en la nómina (solo región).
FIN-1015,"Máster en Psicodrama Psicoanalítico para la aplicación del psicodrama como herramienta metodológica y terapéutica dentro del aula enfocada en NNA (niños, niñas y adolescentes) de Educación Básica de la comuna de Quintero, región de Valparaíso.",NO ENCONTRADO,Allyson Marjorie Muñoz Palma,Fondo de Artes Escénicas,"Becas de Magíster, Máster y Maestrías",14048715,2022,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,625692,NO ENCONTRADO,NO ENCONTRADO,FUE-0124,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Allyson Marjorie Muñoz Palma. Página 6 del PDF. Comuna no indicada en la nómina (solo región).
FIN-1016,Resistencia o la reivindicación de un derecho colectivo,NO ENCONTRADO,Daffne Andrea Valdés Vargas,Fondo de Artes Escénicas,Circulación Nacional,14990894,2022,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,619953,NO ENCONTRADO,NO ENCONTRADO,FUE-0124,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Daffne Andrea Valdés Vargas. Página 8 del PDF. Comuna no indicada en la nómina (solo región).
FIN-1017,AMA DE EXTREMO A EXTREMO CIRCULACIÓN ONLINE,NO ENCONTRADO,Fabiola Stefany Díaz Romero,Fondo de Artes Escénicas,Circulación Nacional,4324790,2022,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,628579,NO ENCONTRADO,NO ENCONTRADO,FUE-0124,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Fabiola Stefany Díaz Romero. Página 8 del PDF. Comuna no indicada en la nómina (solo región).
FIN-1018,Circulación Nacional montaje escénico transdisciplinar El fuego que llevamos dentro. Por la memoria de Nicole Saavedra Bahamondes.,NO ENCONTRADO,Sebastián Eduardo Ayala Alveal,Fondo de Artes Escénicas,Circulación Nacional,9110000,2022,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,629827,NO ENCONTRADO,NO ENCONTRADO,FUE-0124,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Sebastián Eduardo Ayala Alveal. Página 8 del PDF. Comuna no indicada en la nómina (solo región).
FIN-1019,"Escritura de obra dramática ""La familia Reor""",NO ENCONTRADO,Maríajosé Razon Valencia,Fondo de Artes Escénicas,Composición Escénica/Dramaturgia,3400000,2022,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,637552,NO ENCONTRADO,NO ENCONTRADO,FUE-0124,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Maríajosé Razon Valencia. Página 11 del PDF. Comuna no indicada en la nómina (solo región).
FIN-1020,Proyecto de Escritura de obra DOS PAREJAS GRITÁNDOSE EN UN LIVING COMEDOR,NO ENCONTRADO,Bruce George Malcolm Gibbons Fell,Fondo de Artes Escénicas,Composición Escénica/Dramaturgia,3400000,2022,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,638248,NO ENCONTRADO,NO ENCONTRADO,FUE-0124,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Bruce George Malcolm Gibbons Fell. Página 12 del PDF. Comuna no indicada en la nómina (solo región).
FIN-1021,Rosita - vodevil en dos actos,NO ENCONTRADO,Miguel Antonio Farías Vásquez,Fondo de Artes Escénicas,Composición Escénica/Composición de Ópera,3400000,2022,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,638805,NO ENCONTRADO,NO ENCONTRADO,FUE-0124,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Miguel Antonio Farías Vásquez. Página 12 del PDF. Comuna no indicada en la nómina (solo región).
FIN-1022,Memorias en tren,NO ENCONTRADO,Zenith Claudia Navarrete Ruiz,Fondo de Artes Escénicas,Composición Escénica/Cuentos y/o Mecanismos para la Narración Oral,3400000,2022,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,629395,NO ENCONTRADO,NO ENCONTRADO,FUE-0124,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Zenith Claudia Navarrete Ruiz. Página 16 del PDF. Comuna no indicada en la nómina (solo región).
FIN-1023,ANDERSEN + LORCA o cómo ir hilvanando un cuento con retazos de poemas,NO ENCONTRADO,ENOE CAROLINE COULON DENDAL,Fondo de Artes Escénicas,Residencias de Creación,7037320,2022,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,634248,NO ENCONTRADO,NO ENCONTRADO,FUE-0124,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: ENOE CAROLINE COULON DENDAL. Página 16 del PDF. Comuna no indicada en la nómina (solo región).
FIN-1024,Residencia Quásar: Materialidad vocal y corporalidad sonora,NO ENCONTRADO,Juan Esteban Meza Cartes,Fondo de Artes Escénicas,Residencias de Creación,7734700,2022,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,623753,NO ENCONTRADO,NO ENCONTRADO,FUE-0124,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Juan Esteban Meza Cartes. Página 17 del PDF. Comuna no indicada en la nómina (solo región).
FIN-1025,INFORME PARA UNA ACADEMIA,NO ENCONTRADO,Christopher Camilo Ortega Silva,Fondo de Artes Escénicas,Creación y Producción/Teatro,19761264,2022,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,618662,NO ENCONTRADO,NO ENCONTRADO,FUE-0124,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Christopher Camilo Ortega Silva. Página 18 del PDF. Comuna no indicada en la nómina (solo región).
FIN-1026,"Creación y Producción de la obra infantil La Llave Secreta, por la liberación de las aguas.",NO ENCONTRADO,Lucia Francisca Silva Vegas,Fondo de Artes Escénicas,Creación y Producción/Teatro,19907224,2022,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,624711,NO ENCONTRADO,NO ENCONTRADO,FUE-0124,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Lucia Francisca Silva Vegas. Página 18 del PDF. Comuna no indicada en la nómina (solo región).
FIN-1027,La reminiscencia del hombre que parecía un siervo,NO ENCONTRADO,José Antonio Soto Luer,Fondo de Artes Escénicas,Creación y Producción/Teatro,19191078,2022,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,623207,NO ENCONTRADO,NO ENCONTRADO,FUE-0124,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: José Antonio Soto Luer. Página 19 del PDF. Comuna no indicada en la nómina (solo región).
FIN-1028,Terrapolis,NO ENCONTRADO,Bárbara Andrea Pestan Florás,Fondo de Artes Escénicas,Creación y Producción/Teatro,19999568,2022,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,619587,NO ENCONTRADO,NO ENCONTRADO,FUE-0124,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Bárbara Andrea Pestan Florás. Página 19 del PDF. Comuna no indicada en la nómina (solo región).
FIN-1029,"Salamandra, Diálogos in Memoriam...",NO ENCONTRADO,Jonathan Andrés Bórquez Bórquez,Fondo de Artes Escénicas,Creación y Producción/Danza,17565710,2022,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,623237,NO ENCONTRADO,NO ENCONTRADO,FUE-0124,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,persona: 'Jonathan Andrés Bórquez Bórquez' vs 'Jonathan Andrés Bórquez',Responsable según nómina: Jonathan Andrés Bórquez Bórquez. Página 20 del PDF. Comuna no indicada en la nómina (solo región).
FIN-1030,"Nativos Polinizadores, Espectáculo callejero con Títeres de gran Formato",NO ENCONTRADO,Waleska Arleth Vilches Valdivia,Fondo de Artes Escénicas,Creación y Producción/Títeres,14993525,2022,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,629605,NO ENCONTRADO,NO ENCONTRADO,FUE-0124,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Waleska Arleth Vilches Valdivia. Página 22 del PDF. Comuna no indicada en la nómina (solo región).
FIN-1031,Los Reinos de la Tierra (Centenario Alicia Morel),NO ENCONTRADO,Alejandra Estrella Thayer Joui,Fondo de Artes Escénicas,Creación y Producción/Títeres,13561000,2022,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,637795,NO ENCONTRADO,NO ENCONTRADO,FUE-0124,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Alejandra Estrella Thayer Joui. Página 22 del PDF. Comuna no indicada en la nómina (solo región).
FIN-1032,"Clowntra todos espectáculo clown con adultos mayores, basado en Macbeth de William Shakespeare",NO ENCONTRADO,Camilo Andres Romero Rojas,Fondo de Artes Escénicas,Creación y Producción /Interdisciplinar,14988326,2022,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,620430,NO ENCONTRADO,NO ENCONTRADO,FUE-0124,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Camilo Andres Romero Rojas. Página 23 del PDF. Comuna no indicada en la nómina (solo región).
FIN-1033,"""Cuéntamelo a los ojos"": espectáculo de narración gestual para la comunidad sorda",NO ENCONTRADO,Pablo Ignacio Abarca Carrazana,Fondo de Artes Escénicas,Creación y Producción/Narración Oral,11947835,2022,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,634929,NO ENCONTRADO,NO ENCONTRADO,FUE-0124,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Pablo Ignacio Abarca Carrazana. Página 24 del PDF. Comuna no indicada en la nómina (solo región).
FIN-1034,"""FIN; último episodio Trilogía de la Catástrofe""",NO ENCONTRADO,Danilo Patricio Llanos Quezada,Fondo de Artes Escénicas,Trayectoria/Teatro,29437926,2022,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,619893,NO ENCONTRADO,NO ENCONTRADO,FUE-0124,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Danilo Patricio Llanos Quezada. Página 24 del PDF. Comuna no indicada en la nómina (solo región).
FIN-1035,LA CASA TRANSPARENTE (O LOS SUEÑOS DEL HABITANTE),NO ENCONTRADO,Enrique Alejandro Saldes Aliaga,Fondo de Artes Escénicas,Trayectoria/Danza,19784225,2022,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,628694,NO ENCONTRADO,NO ENCONTRADO,FUE-0124,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Enrique Alejandro Saldes Aliaga. Página 27 del PDF. Comuna no indicada en la nómina (solo región).
FIN-1036,"""TRIPULACION PARAISO"",DISPARATE CIRCO ROCK, PURO CIRCO CHILENO.",NO ENCONTRADO,Patricio Alejandro Nuñez rojas,Fondo de Artes Escénicas,Trayectoria/Circo,29610451,2022,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,620261,NO ENCONTRADO,NO ENCONTRADO,FUE-0124,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Patricio Alejandro Nuñez rojas. Página 27 del PDF. Comuna no indicada en la nómina (solo región).
FIN-1037,Miniserie: Inventor de Alma,NO ENCONTRADO,Felipe Arturo Lira Araya,Fondo de Artes Escénicas,Trayectoria/Títeres,14000000,2022,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,621715,NO ENCONTRADO,NO ENCONTRADO,FUE-0124,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Felipe Arturo Lira Araya. Página 28 del PDF. Comuna no indicada en la nómina (solo región).
FIN-1038,"Actos Impuros: Proyecto interdisciplinar a partir de la obra de Pier Paolo Pasolini, en el año de su centenario.",NO ENCONTRADO,Vanesa Andrea Torres Pita,Fondo de Artes Escénicas,Trayectoria/ Interdisciplinar,12121973,2022,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,621089,NO ENCONTRADO,NO ENCONTRADO,FUE-0124,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Vanesa Andrea Torres Pita. Página 28 del PDF. Comuna no indicada en la nómina (solo región).
FIN-1039,desHIELO,NO ENCONTRADO,Camila Cristina Landon Vío,Fondo de Artes Escénicas,Trayectoria/ Interdisciplinar,29992100,2022,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,621999,NO ENCONTRADO,NO ENCONTRADO,FUE-0124,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Camila Cristina Landon Vío. Página 29 del PDF. Comuna no indicada en la nómina (solo región).
