id,nombre,roles,companias,companias_nombre,comuna,comuna_nombre,provincia,obras_dirigidas,obras_dirigidas_nombre,formacion,trayectoria,instagram,web,fuentes,estado,fecha_descubrimiento,fecha_ultima_verificacion,duplicado_de,contradicciones,notas
PER-0114,Camille Paola Aracena Maureira,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0099,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Teatro e identidad territorial del Valle del Aconcagua» (Fondo de Artes Escénicas 2025, Magíster, Máster y Maestrías). Comuna no indicada en la nómina (solo región)."
PER-0115,Paola Andrea Montano Ortiz,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0099,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Participación en el Programa de formación ODIN HOME, Nueve días de formación, performances, películas, trueques y antropología teatral a cargo de Eugenio Barba y los actores del Odin Teatret del 16 al 25 de julio de 2025» (Fondo de Artes Escénicas 2025, Especialización y Perfeccionamiento). Comuna no indicada en la nómina (solo región)."
PER-0116,Nicolás Alexander Cabrera Corral,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0099,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Diplomado en dramaturgia realizado en la universidad de chile.» (Fondo de Artes Escénicas 2025, Especialización y Perfeccionamiento). Comuna no indicada en la nómina (solo región)."
PER-0117,Jorge Luis Vargas Azócar,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0099,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Estudio para el perfeccionamiento técnico en las artes escénicas» (Fondo de Artes Escénicas 2025, Especialización y Perfeccionamiento). Comuna no indicada en la nómina (solo región)."
PER-0118,Daniela Raquel Yáñez Rojas,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0099 | FUE-0117,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Diplomado en Gestión Cultural» (Fondo de Artes Escénicas 2025, Especialización y Perfeccionamiento). Comuna no indicada en la nómina (solo región). Responsable del proyecto «DISPOSITIVOS Y SINESTESIAS, DANZAS PARA RECORDAR LA SIMPLEZA» (Fondo de Artes Escénicas 2023, Composición coreográfica). Comuna no indicada en la nómina (solo región)."
PER-0119,Cecilia Andrea Ravelo García,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0099,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «ESPECIALIZACIÓN EN PRODUCCIÓN Y GESTIÓN DE TEATRO E CALLE» (Fondo de Artes Escénicas 2025, Especialización y Perfeccionamiento). Comuna no indicada en la nómina (solo región)."
PER-0120,Pola Javiera Uribe Chávez,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0099,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Formación en Teatro aplicado en educación, salud y comunidad» (Fondo de Artes Escénicas 2025, Especialización y Perfeccionamiento). Comuna no indicada en la nómina (solo región)."
PER-0121,Amanda Soledad Puentes Ottone,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0099,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Diplomado en Pedagoía Teatral» (Fondo de Artes Escénicas 2025, Especialización y Perfeccionamiento). Comuna no indicada en la nómina (solo región)."
PER-0122,Antonieta Francisca Albornoz Molina,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0099,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Proyecto de estudio para diploma de Postítulo en Gestión Cultural -Virtual sincrónico- de la Universidad de Chile, admisión 2025.» (Fondo de Artes Escénicas 2025, Especialización y Perfeccionamiento). Comuna no indicada en la nómina (solo región)."
PER-0123,Estefanía Beatriz Villalobos Vergara,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0099,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Diplomado en Teatro Aplicado. Universidad Católica de Chile» (Fondo de Artes Escénicas 2025, Especialización y Perfeccionamiento). Comuna no indicada en la nómina (solo región)."
PER-0124,María Juliana Castro Stevani,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0099 | FUE-0124 | FUE-0126,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Especialización en clown poético: escuela internacional de clown El Semillero» (Fondo de Artes Escénicas 2025, Especialización y Perfeccionamiento). Comuna no indicada en la nómina (solo región). Responsable del proyecto «Diplomado Internacional de Clown. Universidad del Bosque- Bogotá, Colombia» (Fondo de Artes Escénicas 2022, Becas de Especialización y Perfeccionamiento). Comuna no indicada en la nómina (solo región). Responsable del proyecto «Residencia de creación: La cuestión» (Fondo de Artes Escénicas 2022, Participación en Instancias Internacionales - Formato Individual o Dúo - Presencial). Comuna no indicada en la nómina (solo región)."
PER-0125,Marcela Beatriz Olivares Diaz,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0099,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Diplomado en Teatro aplicado en educación, salud y comunidad» (Fondo de Artes Escénicas 2025, Especialización y Perfeccionamiento). Comuna no indicada en la nómina (solo región)."
PER-0126,Irene Isola Yañez Torres,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0105 | FUE-0117,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «ENOI 2024 - Conecta con la ópera» (Fondo de Artes Escénicas 2024, Festivales y Encuentros Nacionales). Comuna no indicada en la nómina (solo región). Responsable del proyecto «Bastián y Bastiana, una ópera mágica en la isla de Chiloé» (Fondo de Artes Escénicas 2023, Ópera). Comuna no indicada en la nómina (solo región)."
PER-0127,Kathia Javiera Schulz Hernandez,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0105 | FUE-0125,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «IV Festival latinoamericano de actividades escénicas con temáticas de género TEGE» (Fondo de Artes Escénicas 2024, Festivales y Encuentros Nacionales). Comuna no indicada en la nómina (solo región). Responsable del proyecto «II Festival latinoamericano de actividades escénicas con temáticas de género» (Fondo de Artes Escénicas 2022, Festivales y Encuentros Nacionales). Comuna no indicada en la nómina (solo región)."
PER-0128,Rubén Darío Mercado Valdivieso,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0105,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Post grado de Magister en artes con mención en estudios y prácticas teatrales UC» (Fondo de Artes Escénicas 2024, Magíster, Máster y Maestrías). Comuna no indicada en la nómina (solo región)."
PER-0129,Vicente Leonardo Díaz Paillalef,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0105,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Financiamiento Magister en Artes, mención Practicas y Estudios Teatrales, Pontificia Universidad Católica de Chile» (Fondo de Artes Escénicas 2024, Magíster, Máster y Maestrías). Comuna no indicada en la nómina (solo región)."
PER-0130,Elias Cohen Braumuller,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0105 | FUE-0117,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Human Specific Performance. Perfeccionamiento performativo en Dinamarca.» (Fondo de Artes Escénicas 2024, Especialización y Perfeccionamiento). Comuna no indicada en la nómina (solo región). Responsable del proyecto «Coyote» (Fondo de Artes Escénicas 2023, Interdisciplinar). Comuna no indicada en la nómina (solo región)."
PER-0131,Valeska Alejandra Minchel Lisboa,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0105 | FUE-0117,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Formación intensiva en danza contemporánea Festival Deltebre Danza 2020» (Fondo de Artes Escénicas 2024, Especialización y Perfeccionamiento). Comuna no indicada en la nómina (solo región). Responsable del proyecto «Gran Comedor: Residencia en espacio patrimonial Ex Hotel Royal» (Fondo de Artes Escénicas 2023, Residencias de creación). Comuna no indicada en la nómina (solo región)."
PER-0132,Lisseth Carolina Fuentes Cisternas,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0105,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Especialización en el Método Alba Emoting Nivel Facilitadora» (Fondo de Artes Escénicas 2024, Especialización y Perfeccionamiento). Comuna no indicada en la nómina (solo región)."
PER-0133,Paula Alejandra Céspedes Vergara,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0105 | FUE-0118,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Postgrado en Producción y gestión de espectáculos y festivales» (Fondo de Artes Escénicas 2024, Especialización y Perfeccionamiento). Comuna no indicada en la nómina (solo región). Responsable del proyecto «GESTA 6ta versión del Festival de artes escénicas de mujeres» (Fondo de Artes Escénicas 2023, Festivales y encuentros nacionales). Comuna no indicada en la nómina (solo región)."
PER-0134,Circulo Teatral Independien Te Cti,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0107,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «""31 Años de Resistencia y Creación Teatral: Plan de Gestión de la Compañía de Teatro Escuela IluCión para la Creación y Circulación de Montajes Escénicos""» (PAOCC — Compañías de trayectoria de artes escénicas 2024, Compañías de trayectoria). Comuna no indicada en la nómina (solo región)."
PER-0135,Gabriel Nicolás Contreras Hernández,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0109 | FUE-0117,DUPLICADO,2026-09-08,2026-09-08,PER-0221,NO ENCONTRADO,"Responsable del proyecto «Circulación Internacional La memoria de los sésiles, Astillero Teatro 2024.» (Fondo de Artes Escénicas 2024, Circulación Internacional). Comuna no indicada en la nómina (solo región). Responsable del proyecto «La memoria de los sésiles» (Fondo de Artes Escénicas 2023, Teatro). Comuna no indicada en la nómina (solo región)."
PER-0136,Enrique Ignacio Crohare Niño,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0110,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Un botón en mi cabeza gira Colombia 2024» (Fondo de Artes Escénicas 2024, Circulación Internacional). Comuna no indicada en la nómina (solo región)."
PER-0137,Gabriela Natalia Fernández Chang,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0110 | FUE-0126,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Circulación Internacional ""Cuentos que Unen"" camino a Buga 2024» (Fondo de Artes Escénicas 2024, Circulación Internacional). Comuna no indicada en la nómina (solo región). Responsable del proyecto «Circulación Internacional: Ciclo de Cuentos para la Igualdad: Vientos de Cuentos y Cuentos de Niñ@s Fantástic@s» (Fondo de Artes Escénicas 2022, Circulación de Montajes Escénicos - Formato Individual o Dúo - Presencial). Comuna no indicada en la nómina (solo región)."
PER-0138,Nicolás Da Fonseca,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0110,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Participación en festival Master Crew» (Fondo de Artes Escénicas 2024, Circulación Internacional). Comuna no indicada en la nómina (solo región)."
PER-0139,Christian Orlando Ortega Torres,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0111,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Ensayo sobre el ensayo —Divagaciones shakesperianas en torno al teatro, la vejez y la familia—» (Fondo de Artes Escénicas 2024, Trayectoria). Comuna no indicada en la nómina (solo región)."
PER-0140,Paula Alejandra Sacur Muñoz,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0112,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Fenómenx humanx» (Fondo de Artes Escénicas 2024, Única). Comuna no indicada en la nómina (solo región)."
PER-0141,María Paz Pizarro Jara,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0117,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Diplomado en Teatro Aplicado» (Fondo de Artes Escénicas 2023, Especialización y Perfeccionamiento). Comuna no indicada en la nómina (solo región)."
PER-0142,Maureen Cecilia Guitart Maturana,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0117,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Diplomado de Extensión en Diseño Escénico» (Fondo de Artes Escénicas 2023, Especialización y Perfeccionamiento). Comuna no indicada en la nómina (solo región)."
PER-0143,María Cristina Alcaide Cepeda,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0117,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Formación y Certificación Método Alba Emoting» (Fondo de Artes Escénicas 2023, Especialización y Perfeccionamiento). Comuna no indicada en la nómina (solo región)."
PER-0144,Ivana Paz Urtubia Vargas,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0117,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Diplomado en Dirección Escénica» (Fondo de Artes Escénicas 2023, Especialización y Perfeccionamiento). Comuna no indicada en la nómina (solo región)."
PER-0145,Francia Yandira Pacheco Westphal,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0117,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Especialización en Pedagogía Teatral modalidad presencial.» (Fondo de Artes Escénicas 2023, Especialización y Perfeccionamiento). Comuna no indicada en la nómina (solo región)."
PER-0146,Ulysis Abarquez Soza,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0117,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Diplomado de Extensión en Dramaturgia» (Fondo de Artes Escénicas 2023, Especialización y Perfeccionamiento). Comuna no indicada en la nómina (solo región)."
PER-0147,Roberto Manuel Mancilla Cruz,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0117,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Máster Universitario en Estudios Teatrales, Universidad Autónoma de Barcelona e Instituto del Teatro de Barcelona» (Fondo de Artes Escénicas 2023, Becas de Magíster, Máster y Maestrías). Comuna no indicada en la nómina (solo región)."
PER-0148,María Francisca Pérez Moraga,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0117,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Magister en Artes mención Estudios y Practicas Teatrales» (Fondo de Artes Escénicas 2023, Becas de Magíster, Máster y Maestrías). Comuna no indicada en la nómina (solo región)."
PER-0149,Roberto Abel Pino Sandoval,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0117,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Arte para la emergencia: El arte, la autonomía y el teatro en los procesos de contención y reparación del trauma social.» (Fondo de Artes Escénicas 2023, Becas de Magíster, Máster y Maestrías). Comuna no indicada en la nómina (solo región)."
PER-0150,Alvaro Recabarren Parodi,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0117,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Diseño y Construccion Escenografica - Mecánica Escenica» (Fondo de Artes Escénicas 2023, Becas de Magíster, Máster y Maestrías). Comuna no indicada en la nómina (solo región)."
PER-0151,Lucía Puime Vivas,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0117 | FUE-0124 | FUE-0126,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Camino Híbrido – Cursar el Magister en Antropologías Latinoamericanas de la UAH como complemento fundamental al estudio y la creación escénica con perspectiva territorial –» (Fondo de Artes Escénicas 2023, Becas de Magíster, Máster y Maestrías). Comuna no indicada en la nómina (solo región). Responsable del proyecto «Camino Híbrido – Cursar el Magister en Antropologías Latinoamericanas de la UAH como complemento fundamental al estudio y la creación escénica con perspectiva territorial –» (Fondo de Artes Escénicas 2022, Becas de Magíster, Máster y Maestrías). Comuna no indicada en la nómina (solo región). Responsable del proyecto «CRUZA Cuerpo y Territorio en Movimiento - Residencia Creativa junto a la artista Fer Piñeirúa en Uruguay» (Fondo de Artes Escénicas 2022, Participación en Instancias Internacionales - Formato Individual o Dúo - Presencial). Comuna no indicada en la nómina (solo región)."
PER-0152,Emilio Andrés Arriagada Cordero,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0117,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Máster en Dramaturgia» (Fondo de Artes Escénicas 2023, Becas Chile Crea - Fondo de Artes Escénicas). Comuna no indicada en la nómina (solo región)."
PER-0153,Valeria Correa Rojas,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0117,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Circulación del espectáculo Cuentos que me contó un pajarito en establecimientos educacionales y plazas de la cuarta, quinta y sexta región» (Fondo de Artes Escénicas 2023, Circulación de montajes escénicos). Comuna no indicada en la nómina (solo región)."
